Wavelength / nm	364.0 nm	375.0 nm	385 nm LUXEOSTAR 100mA	385 nm LUXEOSTAR 500mA	400 nm LUXEOSTAR 36mA	400 nm LUXEOSTAR 500mA	409.0 nm	416.0 nm	420 nm LUXEOSTAR 100mA	420 nm LUXEOSTAR 500mA	424.0 nm	439.0 nm	443.0 nm	452 nm LUXEOSTAR 30mA	452 nm LUXEOSTAR 100mA	452 nm LUXEOSTAR 500mA	472.0 nm	496.0 nm	505.0 nm	509.0 nm	513.0 nm	519.0 nm	521.0 nm	530 nm LUXEOSTAR 50 mA	532.0 nm	536.0 nm	540.0 nm	593.0 nm	613.0 nm	634.0 nm	639.0 nm	651 nm LUXEOSTAR 11 mA	651.0 nm	655.0 nm	669.0 nm	681.0 nm	687.0 nm	701.0 nm	734.0 nm	772.0 nm	811.0 nm	855.0 nm
674.0	-1.5407519850305635e-05	-3.4753693228497618e-06	-2.3328539293900553e-05	-6.46111661949683e-05	-5.039764524022765e-05	-5.227624376394759e-05	1.1308514440712601e-06	3.1993430458758424e-05	-4.637612725609349e-05	-5.608506411040126e-05	-2.274726951389677e-05	5.42968217327034e-05	-2.9783579618940466e-05	-4.692403448956852e-05	-4.287412761491271e-05	-2.5584113038242443e-05	-2.545919456569421e-05	-1.8112630915715016e-05	3.609976465311868e-05	2.0750291633213397e-05	5.982420532847507e-05	9.296296122142863e-05	5.788478390207989e-05	1.5178738913416127e-05	3.88284157860472e-06	3.921552799109546e-05	-9.30698345567959e-05	-9.985292060465763e-06	0.00010569406748919939	7.024342987366531e-05	0.00036613552374655537	0.0005793464259845454	0.002921008885473542	0.007682190448484662	0.03031871810842762	0.02663364706580535	0.017529855374115097	0.004894090885056859	0.00039212130381321633	3.086758916232843e-05	8.650183349646682e-05	0.00026421047990829585
675.0	-1.3244067169180625e-05	-1.5164978323906401e-06	-1.9342016756334895e-05	-7.342505289784109e-05	-4.736497363396688e-05	-5.976045042988748e-05	9.356226505151274e-08	-4.152436728355845e-06	-3.653471696596069e-05	-6.197440482398739e-05	-2.1864634809674776e-05	7.850367100845456e-05	-2.8373052907356587e-05	-3.659411136096456e-05	-3.7059529235775394e-05	-3.710047499141266e-05	-2.56983958972334e-05	-1.9239656556692033e-05	7.317035051417592e-06	1.593909179485507e-05	6.15470138381775e-05	7.143082562754783e-05	5.7051134561640374e-05	8.068035743147613e-06	1.9685054212427366e-05	3.443710863669638e-05	-6.262305699225842e-05	2.9219020625151553e-05	7.875000410477602e-05	6.809301240426921e-05	0.0002713057753890787	0.0004619473234987203	0.0024354104234950934	0.00696094243540146	0.02858002471093234	0.028550666950424543	0.019018424519428697	0.005498008960008188	0.0003655618215123327	2.484261824853802e-05	7.386202883013646e-05	-0.000281596119128672
676.0	-1.1790769703233306e-05	8.768231383429933e-07	-4.66781712996396e-05	-7.498044466893633e-05	-5.226390469023462e-05	-7.31696540396957e-05	-1.0703589836809121e-06	-2.3168517147461928e-05	-3.5441226933724127e-05	-5.293006015669431e-05	-2.01697858079626e-05	8.169127257487623e-05	-2.633586337929525e-05	-5.0959160711679355e-05	-3.649225134512796e-05	-4.440353379098422e-05	-2.5896937226350792e-05	-1.9044088318601712e-05	1.6879964629651068e-05	7.510442657789445e-06	9.682280547407111e-05	0.00011849895813310667	5.619944472228914e-05	2.5629752242302136e-06	4.123728590408948e-05	6.622087500279979e-05	-2.5964086367998278e-05	3.5917902048469274e-05	8.805027970088267e-05	6.414294473482972e-05	0.00022098500080902826	0.00037600232016947476	0.0020975909038941252	0.006103172873901635	0.02663691147662754	0.030620250479157847	0.020651869657023498	0.006075346555115722	0.00041924702475779594	6.091315195013059e-05	8.211324413528317e-05	-0.0005352336883206988
677.0	-1.2363071870259649e-05	1.2752522104203888e-06	-4.2406897152248115e-05	-8.794204276139618e-05	-5.599642359024793e-05	-4.7598614597735606e-05	-8.700875432468549e-07	-1.3743214297919854e-05	-3.63160189595135e-05	-3.988937714803929e-05	-1.8707619011365934e-05	7.74384129134942e-05	-2.5835942904786807e-05	-4.8053869831759445e-05	-4.7412350740092995e-05	-2.8252538368855044e-05	-2.689963453520227e-05	-1.712653460283715e-05	4.93959144426698e-05	1.057567475507506e-05	0.00011043393962501407	0.00020369124144322656	5.796047636284537e-05	2.2189089417978557e-06	5.2149466359151795e-05	9.62845570400323e-05	1.985546260138386e-05	3.192423026556678e-05	0.00011782632803161283	5.672606790805498e-05	0.00022262974924519398	0.00033332516215890413	0.0018975513092118906	0.005318390537267293	0.02458061023484566	0.03258435466737733	0.022428514642777845	0.0066180802495965805	0.0005261904654468012	0.00013155269191850695	0.0001221873440540217	-0.0004603146452791097
678.0	-1.4010380631924962e-05	-1.3346176163272305e-06	-3.984413266381323e-05	-4.2576449437786724e-05	-3.920008854018775e-05	-4.72867726533213e-05	8.031937938823246e-08	3.0229637421849442e-06	-2.538111863714413e-05	-7.038774870053908e-05	-1.8367327401301933e-05	6.65941197942368e-05	-2.743832820261962e-05	-4.64398193429152e-05	-3.209584769260943e-05	-4.552708129861036e-05	-2.8165203799267225e-05	-1.5005756175522497e-05	6.644943418333478e-05	1.1506407770245089e-05	4.08815407346247e-05	0.0002199525202614109	5.554724734228695e-05	-1.3034696246036244e-05	4.3098055687857e-05	8.503524673632441e-05	3.08537848398208e-05	3.929765687731604e-05	0.00010619678337072844	5.339908720442198e-05	0.00023089682198550342	0.0002656914653809069	0.0016659113684565033	0.004667733403771847	0.02257448421620568	0.03427864576368952	0.024343692568992912	0.007130302616339113	0.0006222984327802911	0.000178470305478704	0.00016582924328571215	-0.0002067928171360571
679.0	-1.572891178358312e-05	-6.381982115319642e-06	-4.7817177738943734e-05	-3.0392547230874496e-05	-6.812711001529164e-05	-5.851308265223069e-05	-1.3105925042497116e-07	8.325627087291937e-06	-6.605894783635848e-05	-5.713673209497045e-05	-1.941660694781271e-05	5.846387604345136e-05	-2.9459191035992384e-05	-3.8046756800924515e-05	-2.599761036814819e-05	-3.387027590698698e-05	-2.898765816542501e-05	-1.4378768835269407e-05	7.599672576644656e-05	4.362926822445168e-06	-7.133993590825732e-05	0.00011608315914984664	4.986145314849624e-05	4.39799539720268e-06	2.6129847566324677e-05	4.23011796184647e-05	-6.53184568328061e-06	5.292676602038008e-05	6.769820239128464e-05	4.6680059063566545e-05	0.0002069537742778815	0.00022419568198654596	0.001361590037959638	0.0040594461504413586	0.020606035131470114	0.035754878872431624	0.02631816670406636	0.007674388328473113	0.0006886009931534088	0.00015119043290588727	0.00014563263532200603	5.112738492667046e-05
680.0	-1.820417677827911e-05	-1.0809677825005315e-05	-3.528810690659591e-05	-3.454025862046156e-05	-7.302604107155871e-05	-5.180848084732635e-05	-1.9128808382230306e-06	-7.101213835997789e-06	-6.474675979767411e-05	-6.597074316534933e-05	-2.1054405540497334e-05	6.209408721453657e-05	-3.0077330578431596e-05	-4.321171836522627e-05	-4.273230814225095e-05	-3.78026921836793e-05	-2.837855790268156e-05	-1.5761270789213864e-05	9.732915650266085e-05	7.846828377412953e-08	-0.00010046433466693856	-2.4933171892226198e-05	4.8018720289967346e-05	6.462393091796827e-06	1.0558179369508068e-05	1.1911161506878373e-05	-3.2506108421588185e-05	6.635025192121154e-05	6.696867421743573e-05	3.3655248334027735e-05	0.00016010622718683597	0.00020987151476500507	0.001093503096094029	0.00346632252360768	0.018697244524095324	0.03692209167372802	0.02827536677698971	0.008232539307344855	0.0007455896126395374	8.881404021269184e-05	5.1492789602639404e-05	0.0002612970249488269
681.0	-2.071389903584833e-05	-1.2916685355940658e-05	-2.9877826319900293e-05	-4.231721747593776e-05	-4.503214932145865e-05	-6.443807959609946e-05	-3.199287315514535e-06	-1.3478800630840665e-05	-5.818581960425224e-05	-4.304438110174625e-05	-2.183163047339018e-05	7.113768310758644e-05	-2.9205920794919234e-05	-3.788535175204023e-05	-2.4437596168867643e-05	-1.631484610032493e-05	-2.6249462835204697e-05	-1.7871069233641388e-05	0.00011844299716300163	1.4531342661904241e-05	8.549425719822558e-06	-9.549208120860293e-05	5.350539497622273e-05	1.884877925936106e-05	-1.8816295733835583e-06	6.56596616792809e-06	2.1274096605485994e-05	8.358522071216096e-05	0.00011409145169571496	2.3355729386063408e-05	0.0001231951783813475	0.00017428260445169204	0.0009748922334538852	0.0029690984370255493	0.01688557086907136	0.03755733816747718	0.03025073225248365	0.008975040375200541	0.0007869790368566339	6.29436572509605e-05	6.092576892542152e-06	0.0003689667845635178
682.0	-2.084319927171753e-05	-1.0284933269007378e-05	9.702647445925602e-06	-3.194793900196974e-05	-2.7535966977645952e-05	-6.287886987402881e-05	-3.0552598507767953e-06	-5.03655640171346e-06	-3.237945484346038e-05	-5.35610609474357e-05	-2.136116433646028e-05	4.8570803074355175e-05	-2.83483736167292e-05	-3.659411136096456e-05	-3.904500185304202e-05	-2.516278272288254e-05	-2.356820425430856e-05	-1.8807711534382356e-05	0.00011363182333157715	3.38531340429537e-05	0.00014933458597798197	-9.391832649080812e-05	5.990279671081078e-05	1.5178738913416127e-05	-1.4751671033980897e-05	2.132403067856093e-06	5.095640242223702e-05	7.378031492573073e-05	0.00014863736373342347	2.6342854699393396e-05	9.919832730066775e-05	0.00014784934741400279	0.0008596111852332966	0.002606120957459046	0.015236125225750618	0.03743180893874886	0.03220796039863491	0.009900232147029652	0.0008148999699139468	8.15859563369008e-05	7.195521914586374e-05	0.00019881595007132966
683.0	-1.7436908133337007e-05	-5.036356786180092e-06	-6.831929364642207e-05	-7.05735013175003e-05	-4.853138579022133e-05	-3.652822557103315e-05	-2.8928820719740093e-06	2.9105742513126874e-05	-6.1028893688068175e-05	-6.218473842090099e-05	-2.0313608295945885e-05	1.1519658931277791e-05	-2.819328097706986e-05	-4.48257688540705e-05	-3.436495925519957e-05	-3.148273745328072e-05	-2.2032652774672988e-05	-1.7819601108732383e-05	0.0001393015147320126	4.715240120969849e-05	0.00022731324917938764	-3.887841643417762e-05	6.797840824002816e-05	5.544883005310431e-06	-1.377377569393087e-05	-5.10697256800198e-06	-4.916469579996951e-06	5.937273132375956e-05	0.00017429581697553633	3.6365306265626116e-05	9.311028798139167e-05	0.00012274513681954973	0.0007414601957844148	0.002329907497672632	0.013702623208146707	0.036730214029202624	0.03401636374675314	0.010974770898707449	0.0009017516158988451	0.00011231288325638588	0.00021850464900835813	2.8516422314011977e-05
684.0	-1.3413856058495011e-05	-8.062276748100929e-07	-1.4785990999117577e-05	-8.327586744811046e-05	-5.2963751983987165e-05	-5.1184796958498174e-05	-3.6367413686107793e-06	6.625689010537887e-05	-4.3970449185171935e-05	-3.673437319433293e-05	-1.963228877237873e-05	-1.8351665771675308e-06	-2.813788503620999e-05	-3.9822212338653035e-05	-4.8121448103402585e-05	-4.313954284490451e-05	-2.203141120237956e-05	-1.5986879700830433e-05	0.00019886941976040548	4.456804735469699e-05	0.0002053442298961462	2.4354557265886882e-05	7.07751708720057e-05	1.1738076089092548e-05	4.697463941189084e-06	-5.954580886865318e-06	-8.578068732740504e-05	7.309743280975031e-05	0.00019705389899070402	3.874534126636129e-05	9.859454003440921e-05	0.00011240810892771582	0.0006490751967186378	0.00209362883722436	0.012305145665676807	0.03565286681492156	0.03549944470419376	0.0119554849513096	0.0010553591080992247	0.00011847652873128241	0.00030333155094922754	9.902526673004588e-05
685.0	-1.1848544308133729e-05	-3.422791469471008e-07	-2.6745558611812933e-05	-4.983494436956426e-05	-3.523428720892383e-05	-6.630913126258444e-05	-4.081305007885087e-06	8.721887757150355e-05	-4.8125711307672245e-05	-5.2509392962867116e-05	-1.9596786939165033e-05	2.7089612270103593e-05	-2.7141733729543767e-05	-3.659411136096456e-05	-3.8052265544408505e-05	-2.8252538368855044e-05	-2.2864010320573975e-05	-1.472613613832493e-05	0.00020951360675790635	3.232832807455782e-05	0.00013192547631188592	6.133599907865453e-05	6.493921471327884e-05	6.347704330985824e-06	3.2881541390108484e-05	1.7537696326635887e-05	-6.219753405723856e-05	0.0001014905543455398	0.0001985116368433682	3.0186558422763494e-05	0.00010787028869610544	9.793626987914883e-05	0.0006529690311387072	0.0018760913496398952	0.011033447704262131	0.03424385192577054	0.03649969843637153	0.012941920753658222	0.0012246821298935071	0.00011704678171451506	0.0003013545755430781	0.00033167224465792286
686.0	-1.2685975401058054e-05	-2.9046494873964217e-06	-4.610866807998714e-05	-6.201884657647648e-05	-4.5498714183960564e-05	-4.557164195904326e-05	-3.1956300782652827e-06	6.154340003979006e-05	-4.59387312431985e-05	-7.817009178634939e-05	-2.027559976895116e-05	4.7014193135349884e-05	-2.5968480542003433e-05	-4.9345110222834646e-05	-4.9256003884697865e-05	-2.249435739226994e-05	-2.3979167498603023e-05	-1.4519172222635964e-05	8.477966849089016e-05	1.4628178623164443e-05	8.823915194082124e-06	-1.0637716374987747e-05	4.342824844441402e-05	7.150525656661544e-06	3.908409182337952e-05	4.170307597046238e-05	-1.937941302418257e-05	7.259029284771414e-05	0.00010879788336418568	1.1762856501250524e-05	7.877170332490547e-05	7.726221409548141e-05	0.0005586541080371339	0.0016363974149027141	0.009764748521188147	0.03236402103139494	0.03695045261280436	0.01401420634574006	0.0013166949501709107	9.708396761732911e-05	0.00017736641421387005	0.00012091959605221655
687.0	-1.389516557079625e-05	-7.171676847272945e-06	-2.5416717765955826e-06	-3.454025862046156e-05	-5.926237762775998e-05	-4.7598614597735606e-05	-1.917566096994201e-06	1.607735603379798e-05	-4.637612725609349e-05	-3.673437319433293e-05	-2.108231517293537e-05	2.9697248380815624e-05	-2.580865049731927e-05	-5.757676771594106e-05	-3.720134870843715e-05	-3.2746728399360435e-05	-2.4932802155260985e-05	-1.5117811266827709e-05	-6.190112928422755e-05	1.3875804026741513e-06	-9.5139804432659e-05	-0.00013077099406610978	1.9761891441910604e-05	5.430194244499754e-06	2.3782424617974147e-05	4.8022091399689936e-05	-4.464458588778524e-05	5.612996405738648e-06	-2.026157627102823e-05	-7.4822223194987765e-06	2.4796782399338545e-05	6.338106235501908e-05	0.0004284410081140103	0.0013525503164854493	0.00848789167170549	0.030204516972422928	0.036962469133974704	0.015280297723292167	0.0013455439008397726	6.86273444177506e-05	1.0999872155673327e-05	-0.0004677807231446512
